Parent	Child	PanMAN_Diff	MAFFT_Diff	Expected_Mismatch_Count_After_Correction	Mismatch_Count_In_MA_Blocks
node_19882	B.US.2019.5210-WK26-PL6-I3.OM206520	 3929	3561	 3561	 0
node_19871	node_19873	 441	441	 441	 0
node_19883	B.US.2019.5210-WK26-PL2-P17.OM206433	 3940	3704	 3704	 0
node_19878	B.US.2019.5210-WK26-PL2-O15.OM206431	 3810	3574	 3574	 0
node_19916	node_19917	 1	1	 1	 0
node_19880	node_19881	 416	0	 0	 0
node_19904	node_19905	 2	2	 2	 0
node_19895	node_19897	 0	0	 0	 0
node_19902	B.US.2019.5210-WK26-PL1-I12.OM206409	 3942	3574	 3574	 0
node_19874	B.US.2019.5210-WK26-PL9-C11.OM206580	 3903	3903	 3903	 0
node_19884	node_19885	 11	11	 11	 0
node_19881	B.US.2019.5210-WK26-PL5-K12.OM206499	 3825	3589	 3589	 0
node_19898	B.US.2019.5210-WK26-PL3-C16.OM206436	 3552	3552	 3552	 0
node_19921	B.US.2006.502_1619_FL04.JF320127	 1526	1526	 1526	 0
node_19915	B.US.2019.5210-WK26-PL10-E1.OM209662	 4530	3817	 3812	 5
node_19915	B.US.2019.5210-WK-2-PL5-G5.OM209674	 3813	3813	 3813	 0
node_19873	node_19874	 236	0	 0	 0
node_19877	B.US.2019.5210-WK26-PL12-E17.OM206352	 4690	3792	 3792	 0
node_19872	B.US.2019.5210-WK26-PL4-K3.OM206473	 3769	3769	 3769	 0
node_19866	node_19871	 477	241	 241	 0
node_19859	node_19860	 0	0	 0	 0
node_19865	node_19866	 682	682	 682	 0
node_19857	node_19858	 0	0	 0	 0
node_19876	node_19878	 0	0	 0	 0
node_19858	B.US.2019.5210-WK26-PL1-C14.OM206401	 4327	3609	 3609	 0
node_19856	node_19857	 0	0	 0	 0
node_19853	B.US.2019.5210-WK26-PL5-H9.OM206494	 4158	3506	 3506	 0
node_19855	B.US.2019.5210-WK-2-PL12-N11.OM206623	 3845	3075	 3077	 0
node_19850	B.US.2019.5210-WK26-PL11-F16.OM206339	 4844	4060	 4060	 0
node_19849	node_19851	 384	384	 384	 0
node_19854	B.US.2019.5210-WK-2-PL3-M16.OM206701	 3055	3055	 3055	 0
node_19848	node_19849	 416	0	 0	 0
node_19855	B.US.2019.5210-WK-2-PL4-I18.OM206718	 3852	3068	 3068	 0
node_19853	B.US.2019.5210-WK26-PL6-K22.OM206523	 4904	3504	 3504	 0
node_19844	node_19845	 368	0	 0	 0
node_19837	B.US.2019.5210-WK-2-PL3-F24.OM206691	 3888	3602	 3602	 0
node_19835	node_19836	 511	143	 143	 0
node_19845	node_19846	 6	6	 6	 0
node_19835	node_19840	 867	451	 451	 0
node_19839	B.US.2019.5210-WK26-PL4-J10.OM206467	 4354	3076	 3088	 0
node_19836	node_19837	 882	0	 0	 0
node_19825	node_19835	 241	241	 241	 0
node_19840	node_19841	 155	145	 155	 0
node_19833	node_19834	 241	241	 241	 0
node_19834	B.US.2019.5210-WK26-PL1-D3.OM206404	 3609	3609	 3609	 0
node_19831	node_19832	 0	0	 0	 0
node_19829	B.US.2019.5210-WK-2-PL5-O18.OM206750	 3220	3219	 3220	 0
node_19827	node_19828	 241	241	 241	 0
node_19819	B.US.2019.5210-WK26-PL1-B13.OM206398	 3642	3642	 3642	 0
node_19830	B.US.2019.5210-WK-2-PL4-N7.OM206729	 5225	3235	 3218	 22
node_19826	node_19831	 1393	143	 143	 0
node_19825	node_19826	 0	0	 0	 0
node_19832	B.US.2019.5210-WK26-PL8-P10.OM206571	 8852	3094	 3094	 0
node_19821	node_19823	 241	241	 241	 0
node_19838	B.US.2019.5210-WK26-PL5-H11.OM206491	 3306	3070	 3070	 0
node_19824	B.US.2019.5210-WK26-PL12-B21.OM206347	 4797	4013	 4013	 0
node_19828	B.US.2019.5210-WK-2-PL10-A19.OM206605	 4906	3788	 3788	 0
node_19823	node_19824	 441	441	 441	 0
node_19808	node_19812	 368	0	 0	 0
node_19814	B.US.2019.5210-WK26-PL6-D1.OM206513	 3622	3622	 3622	 0
node_19827	node_19829	 795	795	 795	 0
node_19820	B.US.2019.5210-WK-2-PL4-D10.OM206709	 4096	3614	 3614	 0
node_19814	node_19815	 482	0	 0	 0
node_19801	B.US.2019.5210-WK26-PL6-H15.OM206516	 4398	3614	 3614	 0
node_19805	B.US.2019.5210-WK26-PL5-M15.OM206502	 3594	3594	 3594	 0
node_19806	node_19807	 241	241	 241	 0
node_19790	B.US.2019.5210-WK26-PL7-O13.OM206549	 4031	3615	 3615	 0
node_19815	B.US.2019.5210-WK26-PL3-J13.OM206442	 3895	3609	 3609	 0
node_19796	B.US.2019.5210-WK26-PL2-O22.OM206432	 4188	3052	 3052	 0
node_19768	node_19787	 0	0	 0	 0
node_19784	B.US.2019.5210-WK26-PL4-I10.OM206464	 4252	3770	 3770	 0
node_19802	node_19803	 555	555	 555	 0
node_19820	B.US.2019.5210-WK-2-PL2-C24.OM206674	 4752	3634	 3634	 0
node_19809	node_19811	 0	0	 0	 0
node_19799	B.US.2019.5210-WK26-PL13-G3.OM206368	 4242	3588	 3588	 0
node_19776	B.US.2019.5210-WK-2-PL12-I4.OM206621	 3063	3062	 3063	 0
node_19774	node_19776	 118	118	 118	 0
node_19763	node_19764	 0	0	 0	 0
node_19800	B.US.2019.5210-WK26-PL8-L11.OM206564	 3620	3620	 3620	 0
node_19787	node_19797	 0	0	 0	 0
node_19794	B.US.2019.5210-WK26-PL4-P1.OM206476	 4188	3052	 3052	 0
node_19770	node_19774	 442	442	 442	 0
node_19761	node_19762	 165	166	 165	 0
node_19759	node_19760	 0	0	 0	 0
node_19808	node_19809	 0	0	 0	 0
node_19689	node_19767	 0	0	 0	 0
node_19805	B.US.2019.5210-WK26-PL10-E9.OM206317	 4204	3600	 3600	 0
node_19765	node_19766	 784	0	 0	 0
node_19764	B.US.2019.5210-WK26-PL6-J2.OM206522	 4393	3609	 3609	 0
node_19752	B.US.2019.5210-WK26-PL7-D9.OM206533	 3135	3122	 3135	 0
node_19768	node_19769	 368	0	 0	 0
node_19770	node_19771	 0	0	 0	 0
node_19766	B.US.2019.5210-WK26-PL8-M6.OM206567	 9078	3622	 3622	 0
node_19761	B.US.2019.5210-WK26-PL11-O13.OM206344	 3782	3062	 3064	 0
node_19775	B.US.2019.5210-WK-2-PL6-D18.OM206758	 3171	3171	 3171	 0
node_19786	B.US.2019.5210-WK-2-PL4-D19.OM206710	 4549	3831	 3831	 0
node_19769	node_19778	 236	0	 0	 0
node_19762	B.US.2019.5210-WK26-PL2-J4.OM206425	 3192	3192	 3192	 0
node_19778	node_19783	 625	143	 143	 0
node_19781	node_19782	 0	0	 0	 0
node_19774	node_19775	 11	9	 11	 0
node_19754	node_19755	 550	550	 550	 0
node_19750	node_19751	 16	16	 16	 0
node_19729	node_19748	 0	0	 0	 0
node_19793	node_19794	 14	17	 14	 0
node_19779	node_19781	 0	0	 0	 0
node_19759	node_19761	 528	528	 528	 0
node_19765	B.US.2019.5210-WK26-PL5-G6.OM206490	 3622	3622	 3622	 0
node_19787	node_19788	 0	0	 0	 0
node_19752	node_19753	 258	15	 22	 0
node_19751	B.US.2019.5210-WK-2-PL7-N7.OM206782	 3608	3192	 3192	 0
node_19741	B.US.2019.5210-WK26-PL10-N24.OM206334	 9040	4444	 4444	 0
node_19760	B.US.2019.5210-WK-2-PL3-L12.OM206699	 6740	3622	 3622	 0
node_19740	node_19741	 0	0	 0	 0
node_19751	B.US.2019.5210-WK26-PL10-I14.OM206322	 4497	3123	 3339	 0
node_19746	node_19747	 4809	1063	 1063	 0
node_19739	node_19744	 0	0	 0	 0
node_19747	B.US.2019.5210-WK26-PL5-B15.OM206479	 3838	3838	 3838	 0
node_19736	B.US.2019.5210-WK-2-PL5-I15.OM206741	 6718	4686	 4686	 0
node_19731	node_19735	 0	0	 0	 0
node_19734	B.US.2019.5210-WK-2-PL1-O1.OM206671	 4008	4008	 4008	 0
node_19732	node_19734	 0	0	 0	 0
node_19733	B.US.2019.5210-WK26-PL12-H16.OM206356	 9439	3967	 3967	 0
node_19728	B.US.2019.5210-WK26-PL14-F12.OM206377	 4730	4730	 4730	 0
node_19725	node_19727	 0	0	 0	 0
node_19722	B.US.2019.5210-WK26-PL6-K6.OM206525	 3752	3752	 3752	 0
node_19720	node_19721	 0	0	 0	 0
node_19716	node_19717	 0	0	 0	 0
node_19717	B.US.2019.5210-WK26-PL1-C13.OM206400	 4692	4692	 4692	 0
node_19715	B.US.2019.5210-WK-2-PL6-A10.OM206753	 4117	3881	 3881	 0
node_19714	node_19715	 0	0	 0	 0
node_19708	node_19709	 796	560	 560	 0
node_19704	node_19705	 0	0	 0	 0
node_19710	node_19711	 0	0	 0	 0
node_19691	node_19710	 927	143	 143	 0
node_19712	node_19714	 0	0	 0	 0
node_19707	B.US.2019.5210-WK26-PL6-H21.OM206518	 3078	3075	 3078	 0
node_19700	B.US.2019.5210-WK26-PL5-M16.OM206503	 4091	3609	 3609	 0
node_19702	node_19704	 0	0	 0	 0
node_19698	B.US.2019.5210-WK26-PL1-K24.OM206411	 3879	3110	 3111	 1
node_19695	B.US.2019.5210-WK-2-PL14-B20.OM206634	 3628	3628	 3628	 0
node_19709	B.US.2019.5210-WK26-PL2-H14.OM206424	 3061	3061	 3061	 0
node_19690	node_19691	 0	0	 0	 0
node_19697	node_19699	 416	0	 0	 0
node_19702	node_19703	 0	0	 0	 0
node_19693	node_19694	 0	0	 0	 0
node_19695	B.US.2019.5210-WK-2-PL5-G20.OM206740	 4126	3644	 3644	 0
node_19694	node_19695	 0	0	 0	 0
node_19684	node_19686	 567	567	 567	 0
node_19680	node_19682	 569	569	 569	 0
node_19376	node_19688	 524	523	 524	 0
node_19684	node_19685	 5403	807	 807	 0
node_19691	node_19692	 241	241	 241	 0
node_19685	B.US.2019.5210-WK26-PL2-M18.OM206429	 4388	4388	 4388	 0
node_19675	node_19676	 0	0	 0	 0
node_19683	B.US.2019.5210-WK26-PL9-F21.OM206587	 3417	3068	 3113	 0
node_19685	B.US.2019.5210-WK26-PL10-M19.OM206329	 4372	4372	 4372	 0
node_19679	node_19680	 236	0	 0	 0
node_19669	node_19679	 0	0	 0	 0
node_19707	B.US.2019.5210-WK26-PL9-G7.OM206589	 4189	3055	 3055	 0
node_19682	node_19683	 0	0	 0	 0
node_19660	node_19661	 0	0	 0	 0
node_19673	node_19674	 0	0	 0	 0
node_19671	node_19673	 0	0	 0	 0
node_19683	B.US.2019.5210-WK-2-PL5-I8.OM206742	 3306	3070	 3070	 0
node_19661	node_19662	 0	0	 0	 0
node_19652	node_19656	 482	0	 0	 0
node_19650	node_19669	 0	0	 0	 0
node_19670	node_19675	 0	0	 0	 0
node_19671	node_19672	 0	0	 0	 0
node_19663	node_19664	 557	557	 557	 0
node_19659	B.US.2019.5210-WK-2-PL14-N1.OM206640	 3617	3617	 3617	 0
node_19667	node_19668	 236	0	 0	 0
node_19663	B.US.2019.5210-WK26-PL3-K21.OM206446	 3637	3637	 3637	 0
node_19655	B.US.2019.5210-WK26-PL8-J13.OM206559	 3948	3644	 3644	 0
node_19659	B.US.2019.5210-WK26-PL7-C5.OM206532	 4002	3634	 3634	 0
node_19642	node_19644	 0	0	 0	 0
node_19666	B.US.2019.5210-WK26-PL4-B21.OM206455	 3791	3485	 3487	 0
node_19648	B.US.2019.5210-WK-2-PL14-C7.OM206635	 4109	3627	 3627	 0
node_19644	B.US.2019.5210-WK26-PL3-N23.OM206450	 9695	3789	 3789	 0
node_19658	node_19659	 0	0	 0	 0
node_19646	node_19648	 0	0	 0	 0
node_19658	B.US.2019.5210-WK26-PL10-M13.OM206328	 3660	3660	 3660	 0
node_19643	B.US.2019.5210-WK26-PL7-F10.OM206540	 4499	3781	 3781	 0
node_19653	node_19655	 0	0	 0	 0
node_19632	node_19633	 0	0	 0	 0
node_19640	B.US.2019.5210-WK26-PL1-M6.OM206413	 4461	4004	 3979	 25
node_19639	node_19640	 33	33	 33	 0
node_19632	node_19637	 0	0	 0	 0
node_19650	node_19651	 0	0	 0	 0
node_19611	node_19650	 159	159	 159	 0
node_19628	B.CA.1996.WC10C_8.AY314059	 4549	3668	 3667	 1
node_19633	node_19635	 0	0	 0	 0
node_19631	node_19632	 218	218	 218	 0
node_19657	B.US.2019.5210-WK26-PL5-N11.OM206505	 4125	3643	 3643	 0
node_19647	B.US.2019.5210-WK-2-PL4-N14.OM206725	 4164	3682	 3682	 0
node_19622	node_19627	 11	11	 11	 0
node_19623	node_19625	 3	3	 3	 0
node_19636	B.PE.2006.502_0524_FL07.JF320219	 3952	3648	 3648	 0
node_19623	node_19624	 485	4	 3	 1
node_19637	node_19639	 745	382	 377	 10
node_19628	B.CA.1996.WC10C_12.AY314063	 4689	3675	 3669	 6
node_19613	node_19614	 23	23	 23	 0
node_19641	node_19642	 152	152	 152	 0
node_19620	B.CA.1996.WC10C_11.AY314062	 3933	3697	 3697	 0
node_19629	node_19630	 226	226	 226	 0
node_19620	node_19621	 16	16	 16	 0
node_19618	node_19619	 617	249	 249	 0
node_19615	node_19616	 17	17	 17	 0
node_19609	node_19610	 485	22	 6	 16
node_19619	B.CA.1996.WC10P_7.AY314049	 3895	3895	 3895	 0
node_19615	node_19617	 20	20	 20	 0
node_19616	B.CA.1996.WC10P_6.AY314048	 3814	3814	 3814	 0
node_19619	B.CA.1996.WC10P_8.AY314050	 9284	3905	 3900	 5
node_19603	node_19605	 1	1	 1	 0
node_19610	B.CA.1996.WC10P_3.AY314046	 3661	3661	 3661	 0
node_19608	B.CA.1996.WC10P_9.AY314051	 3668	3668	 3668	 0
node_19609	B.CA.1996.WC10P_1.AY314044	 3664	3664	 3664	 0
node_19603	node_19604	 1	1	 1	 0
node_19604	B.US.1996.USPI90770EI197y96011pcWG2B3.JN024338	 5065	3700	 3697	 3
node_19592	node_19602	 3	3	 3	 0
node_19601	B.US.1996.USPI90770EI197y96011pcWG2B5.JN024337	 3516	3516	 3516	 0
node_19599	B.US.1996.USPI90770EI197y96011pcWG2B8.JN024333	 4401	3000	 2995	 5
node_19600	B.US.1996.USPI90770EI197y96011pcWG2B1.JN024331	 3270	3270	 3270	 0
node_19599	B.US.1996.USPI90770EI197y96011pcWG2B4.JN024500	 3508	3010	 3008	 2
node_19597	B.US.1995.USPI90770EI129y95111pcWG2B2.JN024326	 4638	3725	 3722	 3
node_19597	B.US.1995.USPI90770EI129y95111pcWG2B3.JN024328	 3719	3719	 3719	 0
node_19596	B.US.1995.USPI90770EI129y95111pcWG2B9.JN024322	 5098	3717	 3716	 1
node_19595	B.US.1995.USPI90770EI99y95101pcWG2B1.JN024320	 5229	3214	 3209	 5
node_19573	node_19592	 2	2	 2	 0
node_19594	node_19596	 0	0	 0	 0
node_19593	node_19594	 1022	2	 2	 0
node_19588	node_19590	 0	0	 0	 0
node_19588	node_19589	 5	5	 5	 0
node_19589	B.US.1995.USPI90770EI99y95101pcWG2B9.JN024314	 4580	3977	 3976	 1
node_19587	B.US.1995.USPI90770EI129y95111pcWG2B6.JN024324	 3968	3968	 3968	 0
node_19586	B.US.1995.USPI90770EI3y95061pcWG2B5.JN024281	 5011	3991	 3991	 0
node_19584	node_19586	 250	250	 250	 0
node_19581	node_19582	 0	0	 0	 0
node_19583	node_19584	 618	250	 250	 0
node_19579	node_19580	 9	9	 9	 0
node_19580	B.US.1995.USPI90770EI72y95091pcWG2B4.JN024305	 9198	3752	 3738	 14
node_19574	node_19583	 250	250	 250	 0
node_19575	node_19579	 1	1	 1	 0
node_19578	B.US.1995.USPI90770EI99y95101pcWG2B3.JN024318	 4511	3728	 3727	 1
node_19577	B.US.1995.USPI90770EI12y95071pcWG2B6.JN024287	 4774	3736	 3754	 2
node_19574	node_19575	 416	0	 0	 0
node_19573	node_19574	 368	0	 0	 0
node_19570	B.US.1995.USPI90770EI72y95091pcWG2B5.JN024307	 3734	3734	 3734	 0
node_19571	B.US.1995.USPI90770EI15y95071pcWG2B9.JN024297	 4465	3730	 3729	 1
node_19565	node_19566	 1	1	 1	 0
node_19566	B.US.1995.USPI90770EI3y95061pcWG2B7.JN024276	 4488	3989	 3988	 1
node_19959	B.US.2018.114-PB-73D19.MK169527	 4552	4316	 4316	 0
node_19568	B.US.1995.USPI90770EI12y95071pcWG2B4.JN024288	 3778	3729	 3778	 0
node_19567	node_19568	 784	2	 0	 2
node_19554	node_19564	 0	0	 0	 0
node_19571	node_19572	 368	0	 0	 0
node_19568	B.US.1995.USPI90770EI15y95071pcWG2B3.JN024293	 5609	3731	 3727	 4
node_19562	node_19563	 377	12	 9	 3
node_19561	B.US.1995.USPI90770EI12y95071pcWG2B2.JN024292	 4215	3979	 3979	 0
node_19560	node_19561	 0	0	 0	 0
node_19558	B.US.1995.USPI90770EI15y95071pcWG2B7.JN024300	 4214	3978	 3978	 0
node_19556	node_19558	 1	1	 1	 0
node_19555	node_19560	 1	1	 1	 0
node_19557	B.US.1995.USPI90770EI12y95071pcWG2B12.JN024284	 9100	4229	 4224	 5
node_19559	B.US.1995.USPI90770EI99y95101pcWG2B8.JN024316	 3969	3969	 3969	 0
node_19551	B.US.1995.USPI90770EI3y95061pcWG2B2.JN024280	 3727	3727	 3727	 0
node_19541	node_19543	 95	95	 95	 0
node_19552	B.US.1995.USPI90770EI15y95071pcWG2B10.JN024296	 3976	3976	 3976	 0
node_19554	node_19555	 0	0	 0	 0
node_19541	node_19542	 179	179	 179	 0
node_19548	B.US.1995.USPI90770EI15y95071pcWG2B8.JN024295	 3968	3732	 3732	 0
node_19543	node_19544	 3	3	 3	 0
node_19535	node_19554	 250	250	 250	 0
node_19528	B.US.2006.pCH058_c.JN944940	 5117	5117	 5117	 0
node_19538	node_19539	 0	0	 0	 0
node_19543	B.US.1995.USPI90770EI129y95111pcWG2B11.JN024498	 3954	3718	 3718	 0
node_19532	B.US.2007.502_1478_wg1.JF320158	 4545	4545	 4545	 0
node_19538	node_19540	 33	33	 33	 0
node_19537	node_19538	 1761	1006	 977	 29
node_19542	B.DE.2010.863847.KT124797	 4499	3518	 3479	 40
node_19549	B.US.1995.USPI90770EI12y95071pcWG2B8.JN024291	 4231	3732	 3731	 1
node_19530	B.US.2006.CH58E_flA7.FJ495939	 4755	4755	 4755	 0
node_19514	node_19524	 975	975	 975	 0
node_19524	node_19529	 0	0	 0	 0
node_19547	B.US.1995.USPI90770EI3y95061pcWG2B3.JN024274	 5017	3736	 3733	 3
node_19532	B.US.2007.502_1478_wg4.JF320150	 8355	4546	 4543	 3
node_19547	B.US.1995.USPI90770EI3y95061pcWG2B1.JN024275	 3729	3729	 3729	 0
node_19526	B.US.2006.CH58E_flA9.FJ495941	 4742	4506	 4506	 0
node_19495	node_19496	 0	0	 0	 0
node_19522	B.US.2016.9246_W0_16K23_S93.MK115399	 5146	3805	 3802	 3
node_19505	node_19506	 0	0	 0	 0
node_19521	B.US.2016.9246_W12_8E5_S37.MK115468	 4046	3810	 3810	 0
node_19521	B.US.2016.9246_W12_11F13_S61.MK115429	 3812	3812	 3812	 0
node_19496	node_19505	 1	1	 1	 0
node_19500	B.US.2016.9246_W0_1O23_S33.MK115403	 4294	3813	 3812	 1
node_19523	B.US.2016.9246_W0_16G15_S92.MK115398	 5189	3829	 3825	 4
node_19495	node_19514	 416	0	 0	 0
node_19512	node_19513	 23	23	 23	 0
node_19520	node_19522	 5	5	 5	 0
node_19519	B.US.2016.9246_W0_9O5_S60.MK115422	 4626	4626	 4626	 0
node_19518	B.US.2016.9246_W12_7G5_S20.MK115454	 4499	4499	 4499	 0
node_19498	node_19499	 672	672	 672	 0
node_19506	node_19508	 483	1	 1	 0
node_19509	B.US.2016.9246_W0_1A14_S29.MK115400	 4230	3748	 3748	 0
node_19499	B.US.2016.9246_W12_8K23_S64.MK115472	 4860	4378	 4378	 0
node_19492	B.US.2016.9246_W0_6C6_S47.MK115414	 3684	3448	 3448	 0
node_19487	node_19489	 369	1	 1	 0
node_19513	B.US.2016.9246_W0_2H13_S35.MK115405	 6059	3864	 3839	 25
node_19503	B.US.2016.9246_W12_6A13_S7.MK115447	 4460	3742	 3742	 0
node_19456	node_19495	 0	0	 0	 0
node_19509	B.US.2016.9246_W12_8J8_S62.MK115471	 3911	3911	 3911	 0
node_19489	node_19490	 0	0	 0	 0
node_19487	node_19488	 2	2	 2	 0
node_19476	node_19486	 0	0	 0	 0
node_19486	node_19491	 857	441	 441	 0
node_19488	B.US.2016.9246_W12_5P15_S6.MK115446	 4241	3759	 3759	 0
node_19485	B.US.2016.9246_W12_11K21_S71.MK115432	 4531	3813	 3813	 0
node_19485	B.US.2016.9246_W0_8P9_S56.MK115419	 4699	3817	 3817	 0
node_19484	node_19485	 0	0	 0	 0
node_19484	B.US.2016.9246_W0_6H5_S48.MK115415	 3859	3859	 3859	 0
node_19483	B.US.2016.9246_W12_10F5_S52.MK115423	 4577	3695	 3695	 0
node_19481	B.US.2016.9246_W0_9B3_S57.MK115421	 4297	3815	 3815	 0
node_19481	B.US.2016.9246_W12_11L14_S72.MK115433	 3742	3742	 3742	 0
node_19457	node_19476	 1	1	 1	 0
node_19479	B.US.2016.9246_W12_8L11_S66.MK115473	 9421	3855	 3849	 6
node_19475	B.US.2016.9246_W0_14N24_S84.MK115395	 4399	3795	 3795	 0
node_19472	node_19473	 0	0	 0	 0
node_19469	B.US.2016.9246_W12_11B13_S59.MK115428	 3806	3806	 3806	 0
node_19468	node_19469	 0	0	 0	 0
node_19468	node_19470	 0	0	 0	 0
node_19471	B.US.2016.9246_W12_9L4_S49.MK115480	 8951	3795	 3795	 0
node_19465	node_19466	 260	260	 260	 0
node_19458	node_19467	 0	0	 0	 0
node_19464	B.US.2016.9246_W0_12E18_S72.MK115386	 8293	4481	 4481	 0
node_19459	node_19463	 672	672	 672	 0
node_19463	node_19465	 358	358	 358	 0
node_19464	B.US.2016.9246_W12_7J19_S26.MK115458	 4451	4451	 4451	 0
node_19463	node_19464	 0	0	 0	 0
node_19462	B.US.2016.9246_W12_8N1_S67.MK115475	 5203	3859	 3859	 0
node_19456	node_19457	 0	0	 0	 0
node_19461	B.US.2016.9246_W12_6H16_S12.MK115450	 3800	3800	 3800	 0
node_19454	node_19455	 0	0	 0	 0
node_19449	B.AU.2000.P1_PBMC_BSL_52.OK532995	 4479	3697	 3695	 2
node_19445	node_19446	 2	2	 2	 0
node_19453	B.AU.2000.P1_PBMC_BSL_40.OK532985	 8235	5006	 4905	 101
node_19447	node_19448	 368	0	 0	 0
