Parent	Child	PanMAN_Diff	MAFFT_Diff	Expected_Mismatch_Count_After_Correction	Mismatch_Count_In_MA_Blocks
node_1234582	OV922071.1	 0	0	 0	 0
node_1495234	OU544849.1	 0	0	 0	 0
node_1666950	node_1666993	 0	0	 0	 0
node_647277	OX161167.1	 0	0	 0	 0
node_1596107	node_1596423	 0	0	 0	 0
node_1021924	OK511127.1	 0	0	 0	 0
node_916718	OV893255.1	 0	0	 0	 0
node_970430	OM879664.1	 0	0	 0	 0
node_229339	node_229340	 0	0	 0	 0
node_1143772	ON621955.1	 0	0	 0	 0
node_179362	OL314950.1	 0	0	 0	 0
node_192892	MZ022702.1	 0	0	 0	 0
node_612942	OP196763.1	 0	0	 0	 0
node_689968	node_707760	 0	0	 0	 0
node_1027613	PP521350.1	 0	0	 0	 0
node_1317993	node_1318003	 0	0	 0	 0
node_441453	node_441454	 0	0	 0	 0
node_474071	OX298332.1	 0	0	 0	 0
node_1007603	OY704594.1	 0	0	 0	 0
node_661024	node_661032	 0	0	 0	 0
node_1017207	MZ493536.1	 0	0	 0	 0
node_1040702	OV830494.1	 0	0	 0	 0
node_322741	PP035641.1	 0	0	 0	 0
node_919137	node_919190	 0	0	 0	 0
node_481254	OP783302.1	 0	0	 0	 0
node_1460667	OU308622.1	 0	0	 0	 0
node_1207459	node_1207474	 0	0	 0	 0
node_1583522	OW357205.1	 0	0	 0	 0
node_364185	OQ850408.1	 0	0	 0	 0
node_773815	OQ897460.1	 0	0	 0	 0
node_1424948	node_1424949	 0	0	 0	 0
node_707673	OZ019416.1	 0	0	 0	 0
node_1675872	node_1675873	 0	0	 0	 0
node_345739	OQ402062.1	 0	0	 0	 0
node_679018	OY832951.1	 0	0	 0	 0
node_922798	OW570512.1	 0	0	 0	 0
node_1335230	OK639809.1	 0	0	 0	 0
node_176911	OU539437.2	 0	0	 0	 0
node_1164088	OK359602.1	 0	0	 0	 0
node_175765	OK249292.1	 0	0	 0	 0
node_1554683	OX306410.1	 0	0	 0	 0
node_447	OX470576.1	 0	0	 0	 0
node_428411	OX530934.1	 0	0	 0	 0
node_1240145	node_1240146	 0	0	 0	 0
node_1498029	OY450320.1	 0	0	 0	 0
node_76215	MZ000782.1	 0	0	 0	 0
node_1133519	OK013178.1	 0	0	 0	 0
node_322903	OR832451.1	 0	0	 0	 0
node_1362162	OQ083298.1	 0	0	 0	 0
node_1166206	MZ698481.1	 0	0	 0	 0
node_1103149	MZ828381.1	 0	0	 0	 0
node_949561	node_949995	 0	0	 0	 0
node_504712	OY818440.1	 0	0	 0	 0
node_1036899	OV687678.1	 0	0	 0	 0
node_798871	ON883480.1	 0	0	 0	 0
node_1219021	MZ859002.1	 0	0	 0	 0
node_1040955	node_1041061	 0	0	 0	 0
node_536116	OQ768134.1	 0	0	 0	 0
node_373590	OQ503712.1	 0	0	 0	 0
node_1151860	OL725182.1	 0	0	 0	 0
node_901550	OV860891.1	 0	0	 0	 0
node_885384	OW260667.1	 0	0	 0	 0
node_543649	OX160900.1	 0	0	 0	 0
node_1234582	OV374834.1	 0	0	 0	 0
node_870028	node_870029	 0	0	 0	 0
node_402424	node_402425	 227	231	 227	 0
node_1573525	node_1573526	 0	0	 0	 0
node_1168268	OL453870.1	 0	0	 0	 0
node_647819	node_647840	 0	0	 0	 0
node_1212289	node_1224513	 0	0	 0	 0
node_713927	OY778901.1	 0	0	 0	 0
node_21581	OB985233.1	 0	0	 0	 0
node_1518329	OU891815.1	 0	0	 0	 0
node_1378359	OK428289.1	 0	0	 0	 0
node_613898	OP579404.1	 0	0	 0	 0
node_929923	ON121129.1	 0	0	 0	 0
node_941129	OM638926.1	 0	0	 0	 0
node_1469841	OV223945.1	 0	0	 0	 0
node_1452468	OY695650.1	 0	0	 0	 0
node_1413680	OV560459.1	 0	0	 0	 0
node_102942	OD908395.1	 0	0	 0	 0
node_670215	OX863376.1	 0	0	 0	 0
node_1021088	MZ179310.1	 0	0	 0	 0
node_1071966	node_1071967	 0	0	 0	 0
node_1433474	OV473329.1	 0	0	 0	 0
node_1612339	OK277331.1	 0	0	 0	 0
node_304311	node_304356	 0	0	 0	 0
node_103183	OY859561.1	 0	0	 0	 0
node_1195481	node_1195482	 0	0	 0	 0
node_1537207	OU329382.1	 0	0	 0	 0
node_1189169	node_1189177	 0	0	 0	 0
node_1546420	OW105833.1	 0	0	 0	 0
node_769247	OW998038.1	 0	0	 0	 0
node_1147989	OK527266.1	 0	0	 0	 0
node_1404043	OU441441.1	 0	0	 0	 0
node_1653616	MZ681215.1	 0	0	 0	 0
node_224334	node_436477	 0	0	 0	 0
node_1122367	MZ928315.1	 0	0	 0	 0
node_1275285	OL545831.1	 0	0	 0	 0
node_413646	OX738253.1	 0	0	 0	 0
node_999243	OY377871.1	 0	0	 0	 0
node_1147522	OM690717.1	 0	0	 0	 0
node_533178	ON611525.1	 0	0	 0	 0
node_149482	node_149487	 0	0	 0	 0
node_1266042	MZ761973.1	 0	0	 0	 0
node_624906	OP431808.1	 0	0	 0	 0
node_956639	OM683455.1	 0	0	 0	 0
node_841021	node_841024	 0	0	 0	 0
node_1061389	OK029018.1	 0	0	 0	 0
node_355920	OX616642.1	 0	0	 0	 0
node_778600	ON697370.1	 0	0	 0	 0
node_1508068	OU906777.1	 0	0	 0	 0
node_1258722	OM368154.1	 0	0	 0	 0
node_1127342	node_1127343	 0	0	 0	 0
node_1485430	OY553682.1	 0	0	 0	 0
node_962225	OM437432.1	 0	0	 0	 0
node_1053253	OV920240.1	 0	0	 0	 0
node_1552844	OX518630.1	 0	0	 0	 0
node_1420525	OU803822.1	 0	0	 0	 0
node_673713	OP140481.1	 0	0	 0	 0
node_229146	OY232761.1	 0	0	 0	 0
node_1218721	OL949984.1	 0	0	 0	 0
node_443239	OP769276.1	 0	0	 0	 0
node_1348721	node_1348756	 0	0	 0	 0
node_1125281	OK240620.1	 0	0	 0	 0
node_1124094	node_1124153	 0	0	 0	 0
node_439264	node_439268	 0	0	 0	 0
node_1218320	OM064720.1	 0	0	 0	 0
node_502609	OQ138740.1	 0	0	 0	 0
node_725306	ON336804.1	 0	0	 0	 0
node_1232214	OV455645.1	 0	0	 0	 0
node_497789	OX479375.1	 0	0	 0	 0
node_1192321	OL784598.1	 0	0	 0	 0
node_355922	node_355924	 0	0	 0	 0
node_1225597	ON474118.1	 0	0	 0	 0
node_1242412	OU695835.1	 0	0	 0	 0
node_713944	OZ020975.1	 0	0	 0	 0
node_79670	node_79671	 0	0	 0	 0
node_1000708	OV944571.1	 0	0	 0	 0
node_871693	OM156249.1	 0	0	 0	 0
node_628912	OQ334428.1	 0	0	 0	 0
node_652910	OY079752.1	 0	0	 0	 0
node_1500180	OU615450.1	 0	0	 0	 0
node_1228070	OU617289.1	 0	0	 0	 0
node_287691	OR674474.1	 0	0	 0	 0
node_154077	OU181419.2	 0	0	 0	 0
node_498566	OY811033.1	 0	0	 0	 0
node_797677	OW716947.1	 0	0	 0	 0
node_403156	OX819330.1	 0	0	 0	 0
node_889175	BS012429.1	 0	0	 0	 0
node_808414	OV786586.1	 0	0	 0	 0
node_1193868	OK527060.1	 0	0	 0	 0
node_1302200	node_1302201	 0	0	 0	 0
node_1288316	OL737374.1	 0	0	 0	 0
node_443214	OX239487.1	 0	0	 0	 0
node_857044	ON034181.1	 0	0	 0	 0
node_563275	node_563276	 0	0	 0	 0
node_880043	OW467258.1	 0	0	 0	 0
node_649930	node_652545	 0	0	 0	 0
node_831878	OV469489.1	 0	0	 0	 0
node_645515	OP145388.1	 0	0	 0	 0
node_838492	OW051697.1	 0	0	 0	 0
node_156603	OY856120.1	 0	0	 0	 0
node_1549768	OY903804.1	 0	0	 0	 0
node_1259522	OX931290.1	 0	0	 0	 0
node_162284	OX671367.1	 0	0	 0	 0
node_580211	OX251718.1	 0	0	 0	 0
node_327691	OR918961.1	 0	0	 0	 0
node_199825	OU475131.1	 0	0	 0	 0
node_1011810	OP613021.1	 0	0	 0	 0
node_423207	node_423208	 0	0	 0	 0
node_873589	OX742604.1	 0	0	 0	 0
node_673163	OP384902.1	 0	0	 0	 0
node_560768	OP523777.1	 0	0	 0	 0
node_490129	OQ729064.1	 0	0	 0	 0
node_456803	node_457241	 0	0	 0	 0
node_1425336	OU655864.1	 0	0	 0	 0
node_990602	OM790297.1	 0	0	 0	 0
node_362741	OR075368.1	 0	0	 0	 0
node_1266123	OM262880.1	 0	0	 0	 0
node_1024195	MZ149503.1	 0	0	 0	 0
node_1656692	MT967953.1	 0	0	 0	 0
node_1329886	node_1329887	 0	0	 0	 0
node_812926	OY203380.1	 0	0	 0	 0
node_955247	OW764787.1	 0	0	 0	 0
node_659834	node_659835	 0	0	 0	 0
node_960836	OM759807.1	 0	0	 0	 0
node_796958	node_799212	 0	0	 0	 0
node_828566	OV707766.1	 0	0	 0	 0
node_689968	PP024478.1	 0	0	 0	 0
node_79399	node_79405	 0	0	 0	 0
node_1031359	OV327516.1	 0	0	 0	 0
node_439645	OV991245.1	 0	0	 0	 0
node_1490570	OV333618.1	 0	0	 0	 0
node_1551143	OU858145.1	 0	0	 0	 0
node_1081149	OL510776.1	 0	0	 0	 0
node_622216	OX773800.1	 0	0	 0	 0
node_735533	OW285078.1	 0	0	 0	 0
node_767795	OW825734.1	 0	0	 0	 0
node_788924	OX010164.1	 0	0	 0	 0
node_254441	OW239844.1	 0	0	 0	 0
node_896974	OV753222.1	 0	0	 0	 0
node_1121058	OQ097935.1	 0	0	 0	 0
node_570907	OX130713.1	 0	0	 0	 0
node_992610	OX828087.1	 0	0	 0	 0
node_748537	OW452550.1	 0	0	 0	 0
node_1345779	OK240736.1	 0	0	 0	 0
node_1469337	OV340350.1	 0	0	 0	 0
node_439305	OW212440.1	 0	0	 0	 0
node_1245120	OW624119.1	 0	0	 0	 0
node_256118	OW231294.1	 0	0	 0	 0
