Parent	Child	PanMAN_Diff	MAFFT_Diff
node_22	USA/NY-PBRI-NYC22A023/2022|ON361006.1|2022-04-12	423	423
node_24	Wales/LSPA-3B99F92/2022|OW371645.1|2022-03-19	897	281
node_5	node_6	41	41
node_10	node_11	0	0
node_16	node_17	5	5
node_18	node_19	0	0
node_34	England/NORT-YNNJGT9/2022|OW505933.1|2022-03-08	837	591
node_30	node_35	0	0
node_44	node_46	248	2
node_54	node_55	0	0
node_47	USA/NJ-CDC-QDX35420258/2022|ON270704.1|2022-03-30	712	466
node_18	Scotland/QEUH-38D46D5/2022|OW158992.1|2022-03-02	355	355
node_8	node_9	0	0
node_14	USA/PR-CDC-ASC210853121/2022|ON309432.1|2022-04-07	396	396
node_23	USA/CA-CDC-QDX35917541/2022|ON363764.1|2022-04-12	157	158
node_24	USA/NJ-CDC-LC0657992/2022|ON659908.1|2022-05-22	132	132
node_41	England/ALDP-3C129FC/2022|OW360964.1|2022-03-22	591	591
node_28	Scotland/QEUH-386775C/2022|OW129693.1|2022-02-24	444	444
node_47	Scotland/QEUH-37FFB4F/2022|OW085452.1|2022-02-21	588	588
node_9	node_48	200	68
node_50	node_51	0	0
node_40	node_41	0	0
node_55	USA/VA_FBCH_2824/2022|OQ355082.1|2022-04-15	456	456
node_2	node_3	1937	975
node_14	USA/LA-CDC-STM-NTHU5HYAE/2022|ON958132.1|2022-06-25	525	525
node_37	Scotland/QEUH-3C94804/2022|OW532842.1|2022-03-27	839	593
node_43	England/MILK-38A3D9E/2022|OW144287.1|2022-02-28	590	590
node_1	node_2	2848	2900
node_13	node_14	0	0
node_49	node_50	18	18
node_51	node_52	1	1
node_17	England/QEUH-3D234E7/2022|OW848501.1|2022-04-05	818	612
node_11	node_12	0	0
node_46	Scotland/SCOT-11889/2022|OX069992.1|2022-04-22	594	594
node_40	node_42	0	0
node_30	node_31	0	0
node_34	Scotland/QEUH-39D47C2/2022|OW213933.1|2022-03-09	590	590
node_33	node_34	0	0
node_38	Scotland/QEUH-3DC5C85/2022|OW822771.1|2022-04-25	595	595
node_43	England/MILK-38F4086/2022|OW154705.1|2022-03-03	589	589
node_27	USA/CA-CDC-LC0573891/2022|ON297362.1|2022-04-10	793	429
node_52	BHR/22020252173_S86_L001/2022|ON606086.1|2022-05-05	631	631
node_56	USA/PA-CDC-QDX36315904/2022|ON490095.1|2022-04-25	471	471
node_56	node_57	1	2
node_58	node_59	0	0
node_62	USA/OR-CDC-LC0659687/2022|ON657128.1|2022-05-18	316	316
node_59	node_60	68	68
node_49	node_58	514	0
node_60	England/LSPA-37B6977/2022|OW041243.1|2022-02-19	592	592
node_57	Wales/PHWC-PE9SUN/2022|OY567430.1|2022-03-01	448	448
node_59	node_61	0	0
node_57	Scotland/QEUH-3AC30D9/2022|OW279122.1|2022-03-14	1120	455
node_62	USA/MD-CDC-QDX35974353/2022|ON458247.1|2022-04-14	651	651
node_64	USA/TX-CDC-QDX37663357/2022|ON828662.1|2022-06-03	1243	319
node_60	LAO/LOMWRU-0414/2022|OP218609.1|2022-05-23	330	330
node_58	node_63	206	206
node_61	USA/CA-CDC-QDX38007692/2022|ON906540.1|2022-06-12	400	400
node_63	node_64	126	126
node_61	node_62	257	257
node_65	node_66	27	27
node_48	node_67	0	0
node_66	USA/CO-CDPHE-2103144429/2022|ON628481.1|2022-04-14	195	195
node_69	node_70	2	2
node_72	England/ALDP-3B3BE1D/2022|OW295244.1|2022-03-17	665	665
node_64	England/MILK-38189BE/2022|OW072775.1|2022-02-22	197	197
node_67	node_68	76	76
node_65	USA/PR-CDC-ASC210853120/2022|ON309433.1|2022-04-07	190	190
node_84	node_85	590	76
node_75	node_76	443	443
node_68	node_69	1	1
node_63	node_65	72	100
node_71	MEX/JAL_9793/2022|OR154911.1|2022-07-21	442	442
node_68	node_73	0	0
node_73	node_74	0	0
node_74	Scotland/QEUH-398D5BF/2022|OW200025.1|2022-03-07	446	446
node_74	USA/MN-CDC-STM-K5BSUWM2C/2022|ON232050.1|2022-03-29	521	521
node_82	node_83	8	8
node_75	USA/MP-CDC-2-5800625/2022|ON260097.1|2022-01-22	1057	518
node_79	USA/NJ-CDC-QDX35823774/2022|ON336067.1|2022-04-10	397	397
node_70	England/LSPA-3C6758B/2022|OW413999.1|2022-03-25	447	447
node_80	England/MILK-3BF0694/2022|OW379818.1|2022-03-23	522	522
node_81	USA/TX-CDC-LC0708391/2022|ON837325.1|2022-06-06	357	357
node_66	England/LSPA-3BF50FB/2022|OW400982.1|2022-03-22	1269	346
node_80	node_81	2	2
node_90	node_92	0	0
node_89	node_93	0	0
node_94	USA/CA-CDC-QDX38046127/2022|ON913995.1|2022-06-11	397	397
node_79	USA/CO-CDPHE-2103200142/2022|ON666200.1|2022-05-04	397	397
node_76	USA/CA-CDC-LC0570317/2022|ON233868.1|2022-04-03	166	129
node_82	node_84	76	76
node_88	node_89	8	8
node_71	node_72	1	1
node_73	node_75	2	2
node_84	England/LSPA-3E1256F/2022|OW973885.1|2022-05-11	449	449
node_85	Scotland/QEUH-3DEA81D/2022|OW850726.1|2022-04-30	521	521
node_89	node_90	77	77
node_72	USA/TX-CDC-QDX35823919/2022|ON336345.1|2022-04-10	414	414
node_70	England/QEUH-3CAD49B/2022|OW420033.1|2022-03-26	448	448
node_77	node_78	0	0
node_78	node_80	0	0
node_83	USA/IL-CDC-LC0749472/2022|ON975722.1|2022-06-26	411	411
node_94	USA/OH-CDC-LC0720653/2022|ON894608.1|2022-06-10	421	421
node_87	node_88	175	61
node_76	England/LSPA-3B5C890/2022|OW347543.1|2022-03-19	48	48
node_78	node_79	514	0
node_81	USA/HI-CDC-STM-TFAZYZXD4/2022|OP024661.1|2022-07-06	526	526
node_77	node_82	2	2
node_83	Germany/IMS-10327-CVDP-697565C7-46E3-4203-9C7C-C570E2738C14/2022|OY091471.1|2022-07-07	466	466
node_85	USA/CA-CDC-QDX38473921/2022|OP009025.1|2022-06-27	397	397
node_91	Scotland/LSPA-3E0DFB4/2022|OW972553.1|2022-05-09	445	445
node_8	node_86	1	1
node_91	Scotland/QEUH-3D5D727/2022|OW621648.1|2022-04-12	445	445
node_93	node_94	0	0
node_88	node_97	0	0
node_90	node_91	2	2
node_95	node_96	41	41
node_69	node_71	58	58
node_99	USA/1015033122_5-11-2022/2022|ON525068.1|2022-04-22	412	412
node_93	node_95	2	2
node_101	USA/NY-CDC-ASC210737849/2022|ON144422.1|2022-03-22	433	433
node_67	node_77	514	0
node_96	USA/NY-HQE-3511279/2022|ON642245.1|2022-04-19	484	484
node_86	node_87	0	0
node_95	USA/MP-CDC-2-5838738/2022|ON318500.1|2022-03-06	474	474
node_98	node_100	2	2
node_100	USA/NY-CDC-LC0595097/2022|ON449496.1|2022-04-21	405	405
node_92	USA/PA-CDC-QDX36606629/2022|ON602567.1|2022-05-02	855	473
node_97	node_98	0	0
node_103	USA/FL-CDC-QDX34290221/2022|OM998480.1|2022-02-23	397	397
node_96	England/LSPA-3D3A2E3/2022|OW596923.1|2022-04-09	1316	562
node_92	England/LSPA-379265C/2022|OW101831.1|2022-02-18	452	452
node_97	node_102	375	9
node_102	node_104	88	88
node_104	node_105	0	0
node_101	Germany/IMS-10150-CVDP-62F61AA7-61A2-4D78-A8C0-ADF59831D88A/2022|OX907027.1|2022-06-11	399	399
node_104	England/LSPA-398306D/2022|OW189812.1|2022-03-06	608	608
node_100	node_101	383	17
node_98	node_99	0	0
node_102	node_103	0	0
node_99	USA/CT-CDC-LC0572468/2022|ON295798.1|2022-04-06	412	412
node_103	Germany/IMS-10150-CVDP-107A2A6D-A755-4869-AD33-1A5F69816381/2022|OW906735.1|2022-03-02	455	455
node_105	Germany/IMS-10122-CVDP-08C962D8-64F8-4C79-A6AD-9A7E17FB2E9F/2022|OW687429.1|2022-03-16	191	191
node_87	node_106	0	0
node_105	Germany/IMS-10641-CVDP-1888DE03-463E-4BCA-A7E3-82F7CBAB529F/2022|OW810985.1|2022-03-03	637	637
node_106	node_107	65	65
node_107	node_108	0	0
node_109	Germany/IMS-10190-CVDP-9A88A8FD-7B2B-4B55-A147-1D8E4DE84DAB/2022|OW652790.1|2022-03-19	535	535
node_109	Germany/IMS-10150-CVDP-E889BE86-C884-46FA-814D-D84B2FA8E010/2022|OW794366.1|2022-02-02	558	558
node_108	node_110	0	0
node_110	node_111	114	0
node_112	node_114	138	138
node_111	USA/FL-CDC-LC0706152/2022|ON821724.1|2022-06-10	317	317
node_110	England/MILK-37A48E8/2022|OW091235.1|2022-02-19	661	661
node_108	node_109	1	1
node_107	node_112	0	0
node_114	node_115	21	21
node_113	Germany/IMS-10150-CVDP-8456C211-675F-4FC5-89D6-A05B9685ECE2/2022|OW804904.1|2022-04-05	671	557
node_112	node_113	0	0
node_111	USA/CA-CDC-LC0703578/2022|ON824163.1|2022-06-03	344	344
node_115	USA/MP-CDC-2-5802637/2022|ON260323.1|2022-02-28	265	265
node_113	USA/IL-CDC-LC0609004/2022|ON499532.1|2022-04-30	343	343
node_117	node_118	60	60
node_106	node_116	0	0
node_119	node_120	0	0
node_116	node_117	0	0
node_117	node_119	0	0
node_118	USA/PR-CDC-ASC210721769/2022|ON236379.1|2022-03-31	770	406
node_115	USA/VA-CDC-LC0579190/2022|ON349662.1|2022-04-12	803	349
node_118	USA/CT-CDC-LC0575831/2022|ON297310.1|2022-04-10	796	348
node_114	USA/NJ-CDC-LC0589887/2022|ON415160.1|2022-04-24	317	317
node_123	England/LSPA-3E2560C/2022|OX024440.1|2022-05-20	595	595
node_124	Scotland/CLIMB-CM7YJBMC/2022|2022-03-17	595	595
node_119	Germany/IMS-10122-CVDP-87E397DF-1805-4870-BC5E-7E2F10E95B08/2022|OY139042.1|2022-06-29	617	411
node_121	node_122	0	0
node_121	node_123	0	0
node_122	Wales/PHWC-PJ9CC4/2022|OY416242.1|2022-06-29	839	595
node_122	USA/TX-CDC-QDX35823923/2022|ON336360.1|2022-04-10	468	468
node_125	node_126	0	0
node_124	USA/NV-CDC-QDX38007139/2022|ON905841.1|2022-06-09	923	469
node_123	node_124	0	0
node_116	node_121	0	0
node_86	node_125	1	1
node_120	Denmark/DCGC-532564/2022|OX217836.1|2022-06-15	628	628
node_126	node_127	0	0
node_129	Scotland/QEUH-2EA1B224/2022|OY670406.1|2022-03-29	834	588
node_120	Scotland/QEUH-3DD7E3F/2022|OW824082.1|2022-04-27	592	592
node_131	node_132	689	443
node_128	node_129	0	0
node_127	node_131	8	8
node_132	England/LSPA-3D0DF5B/2022|OW529947.1|2022-04-01	178	178
node_129	Scotland/EDB50841/2022|OY386208.1|2022-03-08	1046	592
node_128	node_130	0	0
node_127	node_128	6	6
node_130	England/MILK-37B8ADC/2022|OW037030.1|2022-02-20	1043	589
node_132	USA/KY-GD_04210/2022|OP851010.1|2022-05-14	112	86
node_131	node_133	1	1
node_141	HKG/HKU-220213-074/2022|ON600145.1|2022-01-23	266	266
node_135	node_136	246	0
node_138	England/MILK-3A29F10/2022|OW227822.1|2022-03-09	596	596
node_130	Scotland/QEUH-3BB0250/2022|OW385256.1|2022-03-20	836	590
node_140	node_141	59	75
node_139	HKG/HKU-220326-135/2022|ON600023.1|2022-02-27	778	532
node_135	node_140	208	208
node_133	England/LSPA-3D31D18/2022|OW612811.1|2022-04-07	588	588
node_141	England/MILK-3B634FC/2022|OW327646.1|2022-03-19	1045	397
node_133	node_134	0	0
node_136	node_138	0	0
node_126	node_135	0	0
node_138	node_139	0	0
node_147	USA/WA-PHL-018764/2022|OQ982119.1|2022-04-15	662	662
node_146	node_148	0	0
node_139	USA/WA-CDC-QDX35917447/2022|ON382673.1|2022-04-12	467	467
node_142	node_143	55	55
node_144	node_145	0	0
node_136	node_137	0	0
node_134	Scotland/QEUH-3C5F7BD/2022|OW429895.1|2022-03-25	846	600
node_137	Scotland/SCOT-8577/2022|OW484122.1|2022-03-18	596	596
node_137	Scotland/QEUH-3CCF33C/2022|OW490665.1|2022-03-28	839	593
node_145	node_146	256	256
node_149	HKG/HKU-220213-078/2022|ON600149.1|2022-01-23	1099	645
node_152	node_153	45	45
node_153	England/LSPA-3CCE75F/2022|OW427672.1|2022-03-28	444	444
node_134	Scotland/QEUH-3DAB55D/2022|OW793881.1|2022-04-21	587	587
node_149	HKG/HKU-220213-060/2022|ON600131.1|2022-01-22	1046	646
node_145	node_150	10	10
node_150	node_151	4	4
node_140	node_142	21	21
node_143	CHN/O-changhai-2-43-s28/2022|ON965795.1|2022-05-12	302	302
node_153	England/BRBR-3B88CBD/2022|OW324236.1|2022-03-19	898	444
node_144	node_154	0	0
node_142	England/BRBR-38FD90A/2022|OW169015.1|2022-03-03	396	412
node_125	node_144	80	80
node_147	HKG/HKU-220326-148/2022|ON600036.1|2022-02-28	1040	658
node_152	England/PHEC-YYFKXZJ/2022|OX624092.1|2022-05-16	534	526
node_151	HKG/HKU-220213-098/2022|ON600169.1|2022-01-25	1312	656
node_146	node_147	34	22
node_143	England/LSPA-3884DC0/2022|OW130557.1|2022-02-26	811	384
node_148	HKG/HKU-220326-072/2022|ON599970.1|2022-02-05	646	646
node_150	node_152	68	61
node_148	node_149	1	1
node_151	USA/MS-CDC-ASC210738542/2022|ON141376.1|2022-03-24	424	424
node_154	node_155	0	0
node_155	node_156	113	36
node_156	USA/MP-CDC-2-5839144/2022|ON318629.1|2022-03-10	508	508
node_158	GD/19155/2022|C_AA001400.1|2022-07-10	386	386
node_156	Denmark/DCGC-464798/2022|OX125251.1|2022-03-28	585	561
node_157	HKG/HKU-220213-398/2022|ON600421.1|2022-01-22	390	390
node_155	node_157	0	0
node_159	node_160	521	67
node_154	node_159	3	3
node_157	node_158	306	94
node_158	GD/19166/2022|C_AA001406.1|2022-07-10	386	386
node_160	Scotland/QEUH-396EC46/2022|OW224594.1|2022-03-06	522	522
node_161	node_162	0	0
node_159	node_161	14	14
node_161	USA/CA-CDC-LC0606441/2022|ON499645.1|2022-04-30	350	350
node_160	USA/OH-UHTL-2411/2022|ON721061.1|2022-06-01	448	448
node_163	node_164	0	0
node_165	node_166	0	0
node_169	USA/NM-CDC-QDX35734163/2022|ON334769.1|2022-04-05	852	399
node_164	node_165	68	68
node_162	USA/OH-CDC-QDX36112176/2022|ON452104.1|2022-04-19	395	395
node_166	node_167	5	5
node_7	node_163	0	0
node_162	USA/NM-CDC-2-6165322/2022|ON998335.1|2022-06-15	848	466
node_167	node_168	0	0
node_170	USA/MN-MDH-24781/2022|ON552706.1|2022-04-12	1168	654
node_168	node_169	6	6
node_169	Scotland/QEUH-2EA1AB66/2022|OY670135.1|2022-03-29	521	521
node_170	USA/MN-MDH-24693/2022|ON540967.1|2022-05-09	655	655
node_166	node_175	0	0
node_168	node_170	261	261
node_171	node_173	0	0
node_177	USA/IL-CDC-QDX36715967/2022|ON570460.1|2022-05-06	850	396
node_167	node_171	0	0
node_175	node_176	0	0
node_173	node_174	0	0
node_171	node_172	261	261
node_176	node_178	1	1
node_174	USA/WI-UW-10732/2022|OP517063.1|2022-04-21	866	488
node_179	USA/CA-CDC-QDX37346317/2022|ON744262.1|2022-05-22	394	394
node_173	USA/CA-CDC-LC0601597/2022|ON466320.1|2022-04-25	867	413
node_174	USA/MN-CDC-QDX36065890/2022|ON452025.1|2022-04-18	393	393
node_177	USA/RI-CDC-LC0613487/2022|ON538070.1|2022-05-04	814	316
node_172	USA/MN-MDH-24464/2022|ON510210.1|2022-05-04	1110	656
node_176	node_177	5	5
node_172	USA/MN-MDH-23670/2022|ON364448.1|2022-04-07	1168	654
node_178	node_179	2	2
node_187	USA/PA-CDC-QDX38152300/2022|ON915361.1|2022-06-16	395	395
node_188	node_189	77	77
node_182	node_183	6	6
node_184	node_194	0	0
node_183	England/MILK-3A5493C/2022|OW237454.1|2022-03-12	521	521
node_178	USA/MD-CDC-QDX36111259/2022|ON452162.1|2022-04-19	400	400
node_182	USA/NY-CDC-QDX35868502/2022|ON363545.1|2022-04-11	398	398
node_180	node_181	514	0
node_190	node_192	0	0
node_175	node_180	0	0
node_181	USA/CO-CDPHE-2103223795/2022|ON667174.1|2022-05-10	410	410
node_193	USA/FL-CDC-STM-T6A8Z5VCH/2022|ON294457.1|2022-04-03	443	443
node_165	node_184	4	4
node_179	USA/FL-CDC-STM-9M5J7ENZ9/2022|ON389309.1|2022-04-15	518	518
node_184	node_185	0	0
node_186	node_187	3	3
node_192	node_193	1	1
node_181	USA/PA-CDC-QDX35733785/2022|ON362676.1|2022-04-07	396	396
node_183	USA/PA-CDC-QDX36714295/2022|ON574441.1|2022-05-07	845	403
node_194	node_195	523	9
node_195	node_196	67	67
node_189	USA/MI-CDC-STM-2NPJAVSHQ/2022|ON175648.1|2022-03-27	448	448
node_190	node_191	0	0
node_185	node_190	76	76
node_197	USA/VA-VTVAS3-GSC35745/2022|OP289643.1|2022-05-22	38	38
node_189	England/QEUH-3E458E2/2022|OX099804.1|2022-06-07	524	524
node_192	MEX/YUC_7487/2022|OR151417.1|2022-06-01	1019	473
node_196	USA/NJ-CDC-QDX37054611/2022|ON925775.1|2022-05-16	985	471
node_201	USA/IL-CDC-ASC210724682/2022|ON254028.1|2022-04-07	397	397
node_185	node_186	5	5
node_180	node_182	454	0
node_188	USA/MI-CDC-QDX37912287/2022|ON867733.1|2022-06-09	849	395
node_191	USA/NM-CDC-LC0591683/2022|ON414062.1|2022-04-18	989	491
node_198	USA/CA-CDC-STM-V5FZQ5EH7/2022|ON546851.1|2022-05-07	43	43
node_195	node_197	395	395
node_187	USA/PA-CDC-QDX35974479/2022|ON458293.1|2022-04-14	848	394
node_196	USA/NY-CDC-STM-KR7KCW8TF/2022|ON210390.1|2022-03-28	444	444
node_200	USA/TX-CDC-STM-QXCMG2NM5/2022|OP025786.1|2022-07-09	526	526
node_191	USA/IL-CDC-STM-KXZXT8XKR/2022|ON655554.1|2022-05-21	442	442
node_186	node_188	0	0
node_199	node_201	0	0
node_193	USA/VT-Broad-CRSP_BSBAZO4APUX33JZW/2022|ON321120.1|2022-04-03	422	422
node_198	USA/NJ-CDC-QDX36261327/2022|ON453062.1|2022-04-23	843	57
node_202	Scotland/QEUH-325758A6/2022|2022-04-22	901	447
node_201	node_202	80	80
node_200	USA/OR-CDC-LC0659195/2022|ON657891.1|2022-05-19	415	415
node_199	node_200	0	0
node_164	node_203	0	0
node_203	node_204	4	4
node_197	node_198	72	73
node_205	node_206	1	1
node_194	node_199	0	0
node_202	USA/NJ-CDC-LC0802035/2022|OP167787.1|2022-07-26	690	194
node_204	node_205	0	0
node_206	node_207	0	0
node_207	USA/CA-CDC-QDX39078984/2022|OP126264.1|2022-07-13	463	463
node_208	USA/NY-PV72949/2022|OP998026.1|2022-08-21	380	380
node_207	USA/GA-UW-22072670385/2022|OP242535.1|2022-07-26	248	248
node_206	node_208	16	16
node_208	Scotland/QEUH-3EFAC2C/2022|OX262204.1|2022-07-15	955	605
node_210	USA/CO-CDC-2-6261958/2022|OP292335.1|2022-07-08	991	537
node_209	node_211	189	189
node_209	node_210	0	0
node_205	node_209	0	0
node_210	Denmark/DCGC-555206/2022|OX288343.1|2022-07-25	619	619
node_212	England/LSPA-3EC78AC/2022|OX253544.1|2022-07-06	779	779
node_211	England/QEUH-3F7CD2E/2022|OX334962.1|2022-08-24	783	783
node_204	node_213	0	0
node_211	node_212	0	0
node_213	node_214	454	0
node_215	England/LSPA-3EB8246/2022|OX226184.1|2022-07-04	587	587
node_215	Denmark/DCGC-567372/2022|OX326306.1|2022-08-11	1074	620
node_214	node_216	0	0
node_216	node_217	0	0
node_214	node_215	0	0
node_212	USA/CA-CDC-LC0822310/2022|OP241210.1|2022-08-04	345	345
node_216	England/LSPA-3EB8255/2022|OX226186.1|2022-07-04	588	588
node_217	England/DHSC-CYDY9I8/2022|OY653259.1|2022-02-07	1120	666
node_218	node_219	4	4
node_220	England/QEUH-3EF2671/2022|OX252907.1|2022-07-15	425	425
node_213	node_218	579	201
node_221	England/LSPA-3E7156E/2022|OX141630.1|2022-06-20	594	594
node_224	node_225	14	14
node_227	Scotland/LSPA-3E40C45/2022|OX100648.1|2022-06-04	169	169
node_219	Japan/SZ-NIG-Y220751/2022|BS005190.1|2022-07-25	451	388
node_218	node_220	2	2
node_225	USA/FL-CDC-LC0789043/2022|OP110610.1|2022-07-18	456	456
node_224	node_226	0	0
node_220	node_221	201	201
node_219	Denmark/DCGC-530111/2022|OX214773.1|2022-06-12	419	419
node_223	node_224	0	0
node_217	USA/GA-CDC-QDX38874354/2022|OP112230.1|2022-07-10	463	463
node_226	England/LSPA-3CA8A07/2022|OW423139.1|2022-03-25	607	607
node_221	Switzerland/GE-DIA-161350644901/2022|OX122796.1|2022-06-07	786	786
node_203	node_222	34	34
node_230	USA/CA-CDC-STM-AN8HZVPNB/2022|OP147609.1|2022-07-19	612	612
node_226	node_227	443	443
node_231	England/LSPA-3D65D93/2022|OW621873.1|2022-04-13	1402	610
node_227	England/MILK-37D317C/2022|OW041212.1|2022-02-21	177	177
node_234	England/LSPA-3DF293D/2022|OW853519.1|2022-05-02	614	614
node_228	node_229	0	0
node_230	node_231	0	0
node_225	USA/WA-CDC-LC0606540/2022|ON499705.1|2022-04-30	944	490
node_222	node_223	0	0
node_229	England/LSPA-3E394DE/2022|OX037994.1|2022-05-30	611	611
node_222	node_232	0	0
node_231	England/LSPA-3D0C6DF/2022|OW534436.1|2022-04-02	607	607
node_241	node_242	0	0
node_223	node_228	0	0
node_235	node_236	14	14
node_163	node_241	112	112
node_234	England/QEUH-3DB457F/2022|OW828428.1|2022-04-22	610	610
node_238	England/LSPA-3741F06/2022|OW023549.1|2022-02-15	1061	607
node_236	England/NORT-YNNOKE9/2022|OW479357.1|2022-03-16	607	607
node_243	node_244	454	0
node_229	USA/PA-BOL-M22095157/2022|ON875980.1|2022-06-17	683	683
node_235	Germany/IMS-10122-CVDP-21F9581C-9EF8-4B71-8B13-425513F9FD54/2022|OY108665.1|2022-04-12	189	189
node_228	node_230	338	0
node_232	node_233	0	0
node_240	England/LSPA-3B9BA62/2022|OW349721.1|2022-03-20	947	609
node_246	USA/NV-CDC-QDX35975053/2022|ON447873.1|2022-04-16	486	486
node_233	node_234	454	0
node_236	England/NORT-YNNOKE9/2022|OY879427.1|2022-03-16	608	608
node_237	node_239	0	0
node_245	node_246	0	0
node_238	England/LSPA-3B98476/2022|OW353214.1|2022-03-18	948	610
node_240	England/ALDP-3AD5371/2022|OW284200.1|2022-03-14	1064	610
node_247	Germany/IMS-10203-CVDP-911D454A-402D-4867-B6AE-3D57CC451162/2022|OY278964.1|2022-05-13	862	408
node_237	node_238	0	0
node_239	node_240	0	0
node_244	node_245	0	0
node_244	node_248	0	0
node_242	node_243	132	132
node_252	node_253	0	0
node_233	node_235	0	0
node_246	England/LSPA-39EDCE5/2022|OW201045.1|2022-03-09	610	610
node_250	USA/NY-PV57137/2022|ON505687.1|2022-04-10	385	385
node_239	England/PHEC-YYFPQ6S/2022|OX893142.1|2022-05-13	610	610
node_253	node_255	0	0
node_254	VNM/OUCRU-NHTD760/2022|ON764707.1|2022-03-13	736	736
node_232	node_237	12	12
node_247	Germany/IMS-10338-CVDP-67874AFF-BAC3-403D-B246-C9A9C9633320/2022|OY144220.1|2022-07-02	431	431
node_253	node_254	94	94
node_243	node_252	263	75
node_250	node_251	183	183
node_251	USA/FL-CDC-LC0611650/2022|ON535168.1|2022-05-01	762	308
node_254	USA/NJ-CDC-LC0806429/2022|OP176992.1|2022-07-26	320	320
node_248	node_250	11	11
node_249	Germany/IMS-10006-CVDP-6BD12687-B130-48DA-916B-5DA5F6E0A681/2022|OY086048.1|2022-05-20	1184	392
node_249	England/LSPA-362EE12/2022|OV965165.1|2022-02-08	610	610
node_248	node_249	0	0
node_255	VNM/OUCRU-NHTD765/2022|ON764712.1|2022-03-13	636	636
node_245	node_247	3	3
node_251	England/CLIMB-CM7YJY6H/2022|OY697148.1|2022-04-20	807	807
node_255	node_256	0	0
node_256	USA/MD-CDC-LC0628453/2022|ON591242.1|2022-05-10	312	312
node_252	node_257	1	1
node_256	Denmark/DCGC-482028/2022|OX166868.1|2022-03-25	1171	717
node_257	node_258	9	9
node_258	Denmark/DCGC-521557/2022|OX210294.1|2022-05-27	709	709
node_257	node_259	0	0
node_260	USA/MP-CDC-2-5876378/2022|ON384212.1|2022-03-25	633	633
node_242	node_261	0	0
node_259	node_260	3	3
node_258	Denmark/DCGC-524611/2022|OX211227.1|2022-05-31	712	712
node_259	Denmark/DCGC-471382/2022|OX140380.1|2022-04-01	722	722
node_261	node_262	1	1
node_260	VNM/OUCRU-NHTD752/2022|ON764699.1|2022-03-11	1081	627
node_262	node_263	27	27
node_264	VNM/OUCRU-NHTD659/2022|ON764606.1|2022-02-22	421	421
node_263	node_265	61	61
node_263	node_264	1	1
node_265	Denmark/DCGC-524650/2022|OX208447.1|2022-05-31	469	469
